date,city,high_temp_f,precip_inches,rain_flag,severe_weather_flag
2025-01-22,Spring Hill,60.2,0.71,1,0
2025-01-22,Nashville,45.8,0.0,0,0
2025-01-23,Nolensville,46.8,0.0,0,0
2025-01-23,Franklin,40.5,0.0,0,0
2025-01-23,Brentwood,41.7,0.27,1,0
2025-01-23,Spring Hill,44.6,0.0,0,0
2025-01-23,Nashville,36.8,0.0,0,0
2025-01-24,Nolensville,56.0,1.03,1,0
2025-01-24,Franklin,50.5,0.28,1,0
2025-01-24,Brentwood,42.6,0.0,0,0
2025-01-24,Spring Hill,37.5,0.0,0,0
2025-01-24,Nashville,51.7,0.83,1,0
2025-01-25,Nolensville,35.2,0.0,0,0
2025-01-25,Franklin,42.8,0.0,0,0
2025-01-25,Brentwood,53.4,0.57,1,0
2025-01-25,Spring Hill,43.5,0.0,0,0
2025-01-25,Nashville,46.8,0.0,0,0
2025-01-26,Nolensville,42.0,0.0,0,0
2025-01-26,Franklin,53.4,0.0,0,0
2025-01-26,Brentwood,31.7,0.0,0,0
2025-01-26,Spring Hill,56.5,0.13,1,0
2025-01-26,Nashville,46.1,0.0,0,0
2025-01-27,Nolensville,36.5,0.0,0,0
2025-01-27,Franklin,47.9,0.0,0,0
2025-01-27,Brentwood,50.0,0.0,0,0
2025-01-27,Spring Hill,48.5,0.46,1,0
2025-01-27,Nashville,45.3,0.0,0,0
2025-01-28,Nolensville,45.5,0.0,0,0
2025-01-28,Franklin,45.2,0.18,1,0
2025-01-28,Brentwood,43.4,0.48,1,0
2025-01-28,Spring Hill,56.0,0.1,1,0
2025-01-28,Nashville,45.5,0.0,0,0
2025-01-29,Nolensville,38.0,0.0,0,0
2025-01-29,Franklin,42.7,0.22,1,0
2025-01-29,Brentwood,47.4,0.0,0,0
2025-01-29,Spring Hill,47.2,0.0,0,0
2025-01-29,Nashville,46.0,0.0,0,0
2025-01-30,Nolensville,49.0,0.0,0,0
2025-01-30,Franklin,40.1,0.0,0,0
2025-01-30,Brentwood,47.5,0.0,0,0
2025-01-30,Spring Hill,51.4,0.0,0,0
2025-01-30,Nashville,40.0,0.03,1,0
2025-01-31,Nolensville,53.3,0.08,1,0
2025-01-31,Franklin,42.3,0.0,0,0
2025-01-31,Brentwood,51.2,0.0,0,0
2025-01-31,Spring Hill,39.7,0.68,1,0
2025-01-31,Nashville,41.3,0.12,1,0
2025-02-01,Nolensville,42.1,0.0,0,0
2025-02-01,Franklin,45.4,0.0,0,0
2025-02-01,Brentwood,54.1,0.0,0,0
2025-02-01,Spring Hill,46.3,0.0,0,0
2025-02-01,Nashville,57.4,0.31,1,0
2025-02-02,Nolensville,50.9,0.0,0,0
2025-02-02,Franklin,44.3,0.81,1,0
2025-02-02,Brentwood,52.0,0.14,1,0
2025-02-02,Spring Hill,44.2,0.0,0,0
2025-02-02,Nashville,52.3,0.0,0,0
2025-02-03,Nolensville,54.8,0.37,1,0
2025-02-03,Franklin,49.7,0.0,0,0
2025-02-03,Brentwood,44.9,0.0,0,0
2025-02-03,Spring Hill,54.7,0.0,0,0
2025-02-03,Nashville,50.4,0.17,1,0
2025-02-04,Nolensville,58.9,0.0,0,0
2025-02-04,Franklin,53.8,0.0,0,0
2025-02-04,Brentwood,48.7,0.0,0,0
2025-02-04,Spring Hill,44.5,0.38,1,0
2025-02-04,Nashville,52.6,0.0,0,0
2025-02-05,Nolensville,49.2,0.0,0,0
2025-02-05,Franklin,51.7,0.0,0,0
2025-02-05,Brentwood,43.6,0.26,1,0
2025-02-05,Spring Hill,44.6,0.23,1,0
2025-02-05,Nashville,45.1,0.49,1,0
2025-02-06,Nolensville,54.7,0.0,0,0
2025-02-06,Franklin,52.4,0.0,0,0
2025-02-06,Brentwood,45.7,0.0,0,0
2025-02-06,Spring Hill,41.7,0.0,0,0
2025-02-06,Nashville,54.8,0.0,0,0
2025-02-07,Nolensville,50.3,0.0,0,0
2025-02-07,Franklin,37.7,0.0,0,0
2025-02-07,Brentwood,51.2,0.0,0,0
2025-02-07,Spring Hill,52.7,0.0,0,0
2025-02-07,Nashville,39.5,0.0,0,0
2025-02-08,Nolensville,54.0,0.05,1,0
2025-02-08,Franklin,44.9,0.0,0,0
2025-02-08,Brentwood,40.5,0.12,1,0
2025-02-08,Spring Hill,41.7,0.72,1,0
2025-02-08,Nashville,48.6,0.0,0,0
2025-02-09,Nolensville,47.1,0.0,0,0
2025-02-09,Franklin,58.1,0.0,0,0
2025-02-09,Brentwood,57.7,0.21,1,0
2025-02-09,Spring Hill,52.2,0.17,1,0
2025-02-09,Nashville,49.6,0.0,0,0
2025-02-10,Nolensville,42.8,0.0,0,0
2025-02-10,Franklin,53.3,0.0,0,0
2025-02-10,Brentwood,58.5,0.0,0,0
2025-02-10,Spring Hill,57.0,0.0,0,0
2025-02-10,Nashville,50.6,0.0,0,0
2025-02-11,Nolensville,37.1,0.16,1,0
2025-02-11,Franklin,49.6,0.0,0,0
2025-02-11,Brentwood,40.9,0.04,1,0
2025-02-11,Spring Hill,60.6,0.63,1,0
2025-02-11,Nashville,53.8,0.0,0,0
2025-02-12,Nolensville,55.2,0.07,1,0
2025-02-12,Franklin,44.0,0.0,0,0
2025-02-12,Brentwood,51.8,0.0,0,0
2025-02-12,Spring Hill,52.4,0.0,0,0
2025-02-12,Nashville,40.6,0.0,0,0
2025-02-13,Nolensville,51.3,0.0,0,0
2025-02-13,Franklin,49.7,0.67,1,0
2025-02-13,Brentwood,52.4,1.07,1,0
2025-02-13,Spring Hill,50.8,0.0,0,0
2025-02-13,Nashville,52.3,0.0,0,0
2025-02-14,Nolensville,46.6,0.22,1,0
2025-02-14,Franklin,57.6,0.0,0,0
2025-02-14,Brentwood,48.8,0.02,1,0
2025-02-14,Spring Hill,56.7,0.0,0,0
2025-02-14,Nashville,44.6,0.0,0,0
2025-02-15,Nolensville,62.2,0.0,0,0
2025-02-15,Franklin,46.1,0.0,0,0
2025-02-15,Brentwood,44.8,0.0,0,0
2025-02-15,Spring Hill,40.5,0.0,0,0
2025-02-15,Nashville,47.2,0.0,0,0
2025-02-16,Nolensville,48.5,0.18,1,0
2025-02-16,Franklin,45.9,0.0,0,0
2025-02-16,Brentwood,53.1,0.0,0,0
2025-02-16,Spring Hill,46.9,0.49,1,0
2025-02-16,Nashville,56.6,0.46,1,0
2025-02-17,Nolensville,42.9,0.0,0,0
2025-02-17,Franklin,46.5,0.0,0,0
2025-02-17,Brentwood,48.8,0.74,1,0
2025-02-17,Spring Hill,48.9,0.0,0,0
2025-02-17,Nashville,57.9,0.03,1,0
2025-02-18,Nolensville,51.2,0.65,1,0
2025-02-18,Franklin,54.1,0.0,0,0
2025-02-18,Brentwood,45.3,0.0,0,0
2025-02-18,Spring Hill,50.1,0.0,0,0
2025-02-18,Nashville,36.8,0.0,0,0
2025-02-19,Nolensville,50.4,0.0,0,0
2025-02-19,Franklin,48.3,0.0,0,0
2025-02-19,Brentwood,42.4,0.0,0,0
2025-02-19,Spring Hill,47.6,1.1,1,0
2025-02-19,Nashville,48.4,0.0,0,0
2025-02-20,Nolensville,51.2,0.0,0,0
2025-02-20,Franklin,43.6,0.0,0,0
2025-02-20,Brentwood,52.9,0.0,0,0
2025-02-20,Spring Hill,44.4,0.0,0,0
2025-02-20,Nashville,31.1,0.83,1,0
2025-02-21,Nolensville,51.2,0.01,1,0
2025-02-21,Franklin,43.5,0.06,1,0
2025-02-21,Brentwood,48.0,0.0,0,0
2025-02-21,Spring Hill,50.9,0.0,0,0
2025-02-21,Nashville,39.2,0.0,0,0
2025-02-22,Nolensville,45.9,0.16,1,0
2025-02-22,Franklin,48.0,0.0,0,0
2025-02-22,Brentwood,48.1,0.4,1,0
2025-02-22,Spring Hill,45.3,0.44,1,0
2025-02-22,Nashville,46.5,0.0,0,0
2025-02-23,Nolensville,46.4,0.0,0,0
2025-02-23,Franklin,37.9,0.0,0,0
2025-02-23,Brentwood,42.7,0.0,0,0
2025-02-23,Spring Hill,54.2,0.0,0,0
2025-02-23,Nashville,48.2,0.0,0,0
2025-02-24,Nolensville,46.5,0.0,0,0
2025-02-24,Franklin,55.8,0.0,0,0
2025-02-24,Brentwood,57.4,0.0,0,0
2025-02-24,Spring Hill,41.3,0.0,0,0
2025-02-24,Nashville,61.7,0.29,1,0
2025-02-25,Nolensville,35.8,0.21,1,0
2025-02-25,Franklin,50.5,0.0,0,0
2025-02-25,Brentwood,56.6,0.0,0,0
2025-02-25,Spring Hill,58.6,0.27,1,0
2025-02-25,Nashville,43.2,0.0,0,0
2025-02-26,Nolensville,52.6,0.0,0,0
2025-02-26,Franklin,53.7,0.0,0,0
2025-02-26,Brentwood,55.5,0.0,0,0
2025-02-26,Spring Hill,59.8,0.0,0,0
2025-02-26,Nashville,50.8,0.0,0,0
2025-02-27,Nolensville,53.7,0.0,0,0
2025-02-27,Franklin,50.7,0.0,0,0
2025-02-27,Brentwood,63.5,0.31,1,0
2025-02-27,Spring Hill,47.4,0.21,1,0
2025-02-27,Nashville,56.9,0.29,1,0
2025-02-28,Nolensville,54.9,0.0,0,0
2025-02-28,Franklin,55.0,0.11,1,0
2025-02-28,Brentwood,43.4,0.0,0,0
2025-02-28,Spring Hill,55.4,0.0,0,0
2025-02-28,Nashville,40.1,0.0,0,0
2025-03-01,Nolensville,49.3,0.0,0,0
2025-03-01,Franklin,73.4,0.66,1,0
2025-03-01,Brentwood,56.9,0.49,1,0
2025-03-01,Spring Hill,63.3,0.0,0,0
2025-03-01,Nashville,57.4,0.0,0,0
2025-03-02,Nolensville,59.1,0.0,0,0
2025-03-02,Franklin,65.2,0.0,0,0
2025-03-02,Brentwood,68.2,0.0,0,0
2025-03-02,Spring Hill,66.6,0.0,0,0
2025-03-02,Nashville,60.9,0.0,0,0
2025-03-03,Nolensville,57.3,0.1,1,0
2025-03-03,Franklin,60.7,0.0,0,0
2025-03-03,Brentwood,58.7,0.0,0,0
2025-03-03,Spring Hill,66.6,0.0,0,0
2025-03-03,Nashville,63.2,0.0,0,0
2025-03-04,Nolensville,68.3,0.0,0,0
2025-03-04,Franklin,50.7,0.0,0,0
2025-03-04,Brentwood,70.5,0.0,0,0
2025-03-04,Spring Hill,62.1,0.0,0,0
2025-03-04,Nashville,51.7,0.0,0,0
2025-03-05,Nolensville,49.2,0.73,1,0
2025-03-05,Franklin,58.1,0.0,0,0
2025-03-05,Brentwood,56.9,0.28,1,0
2025-03-05,Spring Hill,63.6,0.0,0,0
2025-03-05,Nashville,59.3,0.03,1,0
2025-03-06,Nolensville,70.0,0.0,0,0
2025-03-06,Franklin,49.7,0.0,0,0
2025-03-06,Brentwood,58.2,0.0,0,0
2025-03-06,Spring Hill,57.7,0.0,0,0
2025-03-06,Nashville,61.5,0.05,1,0
2025-03-07,Nolensville,56.7,0.0,0,0
2025-03-07,Franklin,53.3,0.0,0,0
2025-03-07,Brentwood,61.5,0.0,0,0
2025-03-07,Spring Hill,61.8,0.0,0,0
2025-03-07,Nashville,54.5,0.72,1,0
2025-03-08,Nolensville,63.0,0.0,0,0
2025-03-08,Franklin,50.7,0.0,0,0
2025-03-08,Brentwood,47.1,0.0,0,0
2025-03-08,Spring Hill,57.2,0.43,1,0
2025-03-08,Nashville,53.2,0.33,1,0
2025-03-09,Nolensville,57.8,1.09,1,1
2025-03-09,Franklin,62.4,0.56,1,0
2025-03-09,Brentwood,61.5,0.0,0,0
2025-03-09,Spring Hill,58.7,0.36,1,0
2025-03-09,Nashville,49.6,0.0,0,0
2025-03-10,Nolensville,73.4,0.28,1,0
2025-03-10,Franklin,73.2,0.0,0,0
2025-03-10,Brentwood,60.4,0.0,0,0
2025-03-10,Spring Hill,55.2,0.0,0,0
2025-03-10,Nashville,68.4,0.0,0,0
2025-03-11,Nolensville,62.1,1.76,1,0
2025-03-11,Franklin,46.6,0.68,1,0
2025-03-11,Brentwood,49.3,0.0,0,0
2025-03-11,Spring Hill,59.5,0.03,1,0
2025-03-11,Nashville,64.5,0.0,0,0
2025-03-12,Nolensville,63.5,0.16,1,0
2025-03-12,Franklin,46.0,0.0,0,0
2025-03-12,Brentwood,67.3,0.41,1,0
2025-03-12,Spring Hill,61.3,0.0,0,0
2025-03-12,Nashville,52.8,0.0,0,0
2025-03-13,Nolensville,58.6,0.0,0,0
2025-03-13,Franklin,59.3,0.0,0,0
2025-03-13,Brentwood,67.6,0.0,0,0
2025-03-13,Spring Hill,64.1,0.0,0,0
2025-03-13,Nashville,54.4,0.0,0,0
2025-03-14,Nolensville,57.8,0.0,0,0
2025-03-14,Franklin,57.2,0.0,0,0
2025-03-14,Brentwood,60.7,0.0,0,0
2025-03-14,Spring Hill,48.1,0.0,0,0
2025-03-14,Nashville,58.4,0.0,0,0
2025-03-15,Nolensville,57.1,0.0,0,0
2025-03-15,Franklin,69.0,0.89,1,0
2025-03-15,Brentwood,60.8,0.0,0,0
2025-03-15,Spring Hill,64.0,0.41,1,0
2025-03-15,Nashville,72.4,0.0,0,0
2025-03-16,Nolensville,59.0,0.0,0,0
2025-03-16,Franklin,61.8,0.4,1,0
2025-03-16,Brentwood,47.9,0.0,0,0
2025-03-16,Spring Hill,51.3,0.0,0,0
2025-03-16,Nashville,60.0,0.48,1,0
2025-03-17,Nolensville,45.5,1.31,1,1
2025-03-17,Franklin,54.2,0.0,0,0
2025-03-17,Brentwood,54.6,0.0,0,0
2025-03-17,Spring Hill,60.0,0.0,0,0
2025-03-17,Nashville,51.6,0.0,0,0
2025-03-18,Nolensville,50.5,0.0,0,0
2025-03-18,Franklin,77.4,0.0,0,0
2025-03-18,Brentwood,64.0,0.0,0,0
2025-03-18,Spring Hill,45.4,0.84,1,1
2025-03-18,Nashville,57.8,0.0,0,0
2025-03-19,Nolensville,50.4,0.11,1,0
2025-03-19,Franklin,53.5,0.24,1,0
2025-03-19,Brentwood,63.2,0.0,0,0
2025-03-19,Spring Hill,57.1,0.0,0,0
2025-03-19,Nashville,63.7,0.32,1,0
2025-03-20,Nolensville,53.0,0.45,1,0
2025-03-20,Franklin,61.0,0.0,0,0
2025-03-20,Brentwood,63.9,0.0,0,0
2025-03-20,Spring Hill,65.4,0.91,1,0
2025-03-20,Nashville,61.0,0.0,0,0
2025-03-21,Nolensville,53.8,0.0,0,0
2025-03-21,Franklin,78.9,0.0,0,0
2025-03-21,Brentwood,59.5,0.0,0,0
2025-03-21,Spring Hill,55.6,0.0,0,0
2025-03-21,Nashville,54.3,0.03,1,0
2025-03-22,Nolensville,78.6,0.0,0,0
2025-03-22,Franklin,47.3,0.13,1,0
2025-03-22,Brentwood,57.0,0.0,0,0
2025-03-22,Spring Hill,57.8,0.0,0,0
2025-03-22,Nashville,57.4,0.0,0,0
2025-03-23,Nolensville,57.6,0.0,0,0
2025-03-23,Franklin,61.8,0.19,1,0
2025-03-23,Brentwood,61.1,0.0,0,0
2025-03-23,Spring Hill,58.5,0.0,0,0
2025-03-23,Nashville,65.5,0.0,0,0
2025-03-24,Nolensville,65.5,0.0,0,0
2025-03-24,Franklin,55.9,0.0,0,0
2025-03-24,Brentwood,61.9,0.0,0,0
2025-03-24,Spring Hill,66.6,0.0,0,0
2025-03-24,Nashville,52.7,0.0,0,0
2025-03-25,Nolensville,58.5,0.0,0,0
2025-03-25,Franklin,61.6,0.0,0,0
2025-03-25,Brentwood,52.4,0.21,1,0
2025-03-25,Spring Hill,71.5,0.18,1,0
2025-03-25,Nashville,56.4,0.0,0,0
2025-03-26,Nolensville,48.7,0.0,0,0
2025-03-26,Franklin,63.3,0.0,0,0
2025-03-26,Brentwood,51.6,0.0,0,0
2025-03-26,Spring Hill,58.7,0.13,1,0
2025-03-26,Nashville,61.1,0.0,0,0
2025-03-27,Nolensville,40.6,0.35,1,0
2025-03-27,Franklin,61.8,0.22,1,0
2025-03-27,Brentwood,57.3,0.0,0,0
2025-03-27,Spring Hill,56.0,0.0,0,0
2025-03-27,Nashville,58.6,0.0,0,0
2025-03-28,Nolensville,69.9,0.0,0,0
2025-03-28,Franklin,65.7,0.0,0,0
2025-03-28,Brentwood,58.6,0.0,0,0
2025-03-28,Spring Hill,56.7,0.0,0,0
2025-03-28,Nashville,65.0,0.0,0,0
2025-03-29,Nolensville,60.6,0.1,1,0
2025-03-29,Franklin,57.8,0.93,1,0
2025-03-29,Brentwood,58.0,0.0,0,0
2025-03-29,Spring Hill,57.8,0.0,0,0
2025-03-29,Nashville,58.4,1.22,1,0
2025-03-30,Nolensville,58.3,0.0,0,0
2025-03-30,Franklin,65.1,0.5,1,0
2025-03-30,Brentwood,49.5,0.33,1,0
2025-03-30,Spring Hill,51.0,0.0,0,0
2025-03-30,Nashville,56.1,0.0,0,0
2025-03-31,Nolensville,50.5,0.0,0,0
2025-03-31,Franklin,50.7,0.44,1,0
2025-03-31,Brentwood,61.2,0.3,1,0
2025-03-31,Spring Hill,55.6,0.0,0,0
2025-03-31,Nashville,50.0,0.0,0,0
2025-04-01,Nolensville,65.2,0.0,0,0
2025-04-01,Franklin,70.2,0.0,0,0
2025-04-01,Brentwood,70.1,0.0,0,0
2025-04-01,Spring Hill,77.8,0.82,1,1
2025-04-01,Nashville,61.1,0.0,0,0
2025-04-02,Nolensville,66.2,0.0,0,0
2025-04-02,Franklin,59.5,0.0,1,0
2025-04-02,Brentwood,72.4,0.0,0,0
2025-04-02,Spring Hill,58.4,0.0,0,0
2025-04-02,Nashville,63.5,0.0,0,0
2025-04-03,Nolensville,72.5,0.04,1,0
2025-04-03,Franklin,56.7,0.0,0,0
2025-04-03,Brentwood,56.8,0.09,1,0
2025-04-03,Spring Hill,77.5,0.18,1,0
2025-04-03,Nashville,52.3,0.22,1,0
2025-04-04,Nolensville,69.5,0.4,1,0
2025-04-04,Franklin,60.3,0.0,0,0
2025-04-04,Brentwood,68.1,0.0,0,0
2025-04-04,Spring Hill,73.5,0.0,0,0
2025-04-04,Nashville,58.0,0.09,1,0
2025-04-05,Nolensville,70.5,0.0,0,0
2025-04-05,Franklin,70.8,0.0,0,0
2025-04-05,Brentwood,76.4,0.0,0,0
2025-04-05,Spring Hill,68.5,0.0,0,0
2025-04-05,Nashville,68.8,0.0,0,0
2025-04-06,Nolensville,62.1,0.82,1,0
2025-04-06,Franklin,54.2,0.0,0,0
2025-04-06,Brentwood,67.7,0.0,0,0
2025-04-06,Spring Hill,84.7,0.2,1,0
2025-04-06,Nashville,74.9,0.0,0,0
2025-04-07,Nolensville,62.7,0.0,0,0
2025-04-07,Franklin,63.6,0.0,0,0
2025-04-07,Brentwood,77.2,0.0,0,0
2025-04-07,Spring Hill,71.6,0.0,0,0
2025-04-07,Nashville,66.3,0.0,0,0
2025-04-08,Nolensville,61.0,0.0,0,0
2025-04-08,Franklin,63.7,0.0,0,0
2025-04-08,Brentwood,57.1,0.0,0,0
2025-04-08,Spring Hill,69.6,0.0,0,0
2025-04-08,Nashville,63.3,0.4,1,0
2025-04-09,Nolensville,73.2,0.4,1,0
2025-04-09,Franklin,65.5,0.0,0,0
2025-04-09,Brentwood,62.4,0.0,0,0
2025-04-09,Spring Hill,60.1,0.8,1,0
2025-04-09,Nashville,70.0,0.0,0,0
2025-04-10,Nolensville,65.9,0.0,0,0
2025-04-10,Franklin,72.2,0.7,1,0
2025-04-10,Brentwood,63.5,0.38,1,0
2025-04-10,Spring Hill,69.9,0.0,0,0
2025-04-10,Nashville,78.0,0.0,0,0
2025-04-11,Nolensville,65.8,0.0,0,0
2025-04-11,Franklin,62.1,0.42,1,0
2025-04-11,Brentwood,72.8,0.0,0,0
2025-04-11,Spring Hill,69.2,0.0,0,0
2025-04-11,Nashville,78.6,0.0,0,0
2025-04-12,Nolensville,65.8,0.0,0,0
2025-04-12,Franklin,69.4,0.05,1,0
2025-04-12,Brentwood,61.8,0.0,0,0
2025-04-12,Spring Hill,63.5,0.0,0,0
2025-04-12,Nashville,66.8,0.0,0,0
2025-04-13,Nolensville,59.4,0.5,1,0
2025-04-13,Franklin,62.9,0.0,0,0
2025-04-13,Brentwood,83.4,0.0,0,0
2025-04-13,Spring Hill,63.1,0.0,0,0
2025-04-13,Nashville,68.6,0.29,1,0
2025-04-14,Nolensville,61.3,0.0,0,0
2025-04-14,Franklin,66.8,0.0,0,0
2025-04-14,Brentwood,66.8,0.0,0,0
2025-04-14,Spring Hill,74.2,0.43,1,0
2025-04-14,Nashville,72.0,0.0,0,0
2025-04-15,Nolensville,74.1,0.0,0,0
2025-04-15,Franklin,72.1,0.38,1,0
2025-04-15,Brentwood,63.4,0.35,1,0
2025-04-15,Spring Hill,62.2,0.0,0,0
2025-04-15,Nashville,67.3,0.24,1,0
2025-04-16,Nolensville,66.9,0.0,0,0
2025-04-16,Franklin,59.5,0.0,0,0
2025-04-16,Brentwood,49.7,0.2,1,0
2025-04-16,Spring Hill,75.8,0.0,0,0
2025-04-16,Nashville,68.5,0.0,0,0
2025-04-17,Nolensville,75.2,0.12,1,0
2025-04-17,Franklin,64.9,0.0,0,0
2025-04-17,Brentwood,83.9,0.13,1,0
2025-04-17,Spring Hill,71.9,0.0,0,0
2025-04-17,Nashville,71.9,0.0,0,0
2025-04-18,Nolensville,71.1,0.0,0,0
2025-04-18,Franklin,72.0,0.0,0,0
2025-04-18,Brentwood,62.6,0.21,1,0
2025-04-18,Spring Hill,51.1,0.0,0,0
2025-04-18,Nashville,78.3,0.0,0,0
2025-04-19,Nolensville,71.9,0.15,1,0
2025-04-19,Franklin,62.3,0.0,0,0
2025-04-19,Brentwood,75.9,0.14,1,0
2025-04-19,Spring Hill,63.5,0.09,1,0
2025-04-19,Nashville,73.2,0.7,1,0
2025-04-20,Nolensville,66.5,0.0,0,0
2025-04-20,Franklin,75.1,0.41,1,0
2025-04-20,Brentwood,60.6,0.9,1,1
2025-04-20,Spring Hill,70.1,0.0,0,0
2025-04-20,Nashville,92.2,0.0,0,0
2025-04-21,Nolensville,65.3,0.0,0,0
2025-04-21,Franklin,55.1,0.0,0,0
2025-04-21,Brentwood,82.0,0.03,1,0
2025-04-21,Spring Hill,78.2,0.0,0,0
2025-04-21,Nashville,62.1,0.16,1,0
2025-04-22,Nolensville,77.4,0.45,1,0
2025-04-22,Franklin,58.7,0.05,1,0
2025-04-22,Brentwood,70.1,0.0,0,0
2025-04-22,Spring Hill,60.8,0.0,0,0
2025-04-22,Nashville,71.5,0.0,0,0
2025-04-23,Nolensville,72.2,0.0,0,0
